label,text
2,Donald Trump. Thinking #TedCruz2016 jumped the shark with his #NewYorkValues statement. Looks like it's #Trump2016 to the finish line now
0,Hilary Clinton. What do these Big Financial Institutions WANT back for the money that they give Hillary Clinton? #BernieSanders #HillaryClinton
0,"Hilary Clinton. If these are the only weak-tea arguments #Hillary's supporters have left, #Bernie's case is pretty effing great."
0,"Ted Cruz. It is mind-boggling to live in a day&amp;age where a 10pt lead—in just ONE poll—is continually called a ""surge""🙄 #Trump2016 #CruzIsNotGoodEnough"
2,"Donald Trump. YES #Hillary2016,Let's ALL Remember &amp; PUT on #CNN YOU &amp; UR Pervert Husbands LIES about RAPING WOMEN! in the OVAL Office! #TRUMP2016 #MSNBC"
2,Hilary Clinton. I must confess I'm really a demokraut #Hillary and me have been planning this 4 eva its going better than expected #trump2016 #dumptrump
1,Ted Cruz. HOW NAIVE pundits are assuming: a) inevitable #DonaldTrump flame-out. PEOPLE HEAR HIM. b) people take #TedCruz seriously.
2,"Donald Trump. HYPOCRITE #Hillary2016, WEthePeople Heard YOU Hillary defend UR PERVE Husband #BillClinton &amp; Call WOMEN ur Husband Raped LIAR's #TRUMP2016"
2,Ted Cruz. Come On America! Stop selling off your stocks! #DonaldTrump is going to make America great again. If not? #Cruz or #Rubio will
0,"Donald Trump. Okay, it's real now. Donald Trump could be President if Hillary doesn't stop him. Is this sinking in? #Trump2016 #Hillary2016 #Election2016"
0,"Hilary Clinton. Can't believe #HillaryClinton has stopped talking to already. We're just getting started, how's that gonna work? #Trump2016"
1,"Bernie Sanders. I read a report that said IF #BernieSanders is elected, he won't live through his first term because of his age. I believe it. #Hillary2016"
2,Bernie Sanders. #Hillary laughs when asked if she will release transcripts of her Goldman Sachs speeches- her friends on wall street laugh too. #Bernie2016
0,"Ted Cruz. I don't know if #DonaldTrump believes a word he says, but he sure understands his followers. The same is mostly true for #TedCruz."
0,Hilary Clinton. #HillaryClinton is not a leader. shes a follower. #DonaldTrump is the perfect fit for a true leadership because he's a genuis and strong
0,Hilary Clinton. Comedy time is here this week I just Hope im as funny as Hillary and Bernie when they do stand up #BernieSanders #HillaryClinton
0,Ted Cruz. The people fixing bayonets on either the #DonaldTrump or #TedCruz side are doing exactly what the #GOP establishment wants.
1,Ted Cruz. Why haven't #DonaldTrump or #TedCruz said that if #PlannedParenthood employess were armed abortion clinic shootings wouldn't happen?
1,"Hilary Clinton. #BernieSanders learning what happens when you challenge #Hillary ,even if poorly .Careful Bernie....remember Vince Foster?"
2,"Donald Trump. A President who hates HERself for being white would hate everyone else who's white, and punish them for it. #HillaryClinton #Trump2016"
0,Donald Trump. Worst part abt #Trump2016 is NOT hIs ANGER -It's his appeal DESPITE lack of Intellectual Honesty &amp;Substance IT REVEALS R IGNORANCE #TedCruz
2,"Ted Cruz. If it came down to a choice, I'd take #DonaldTrump over #TedCruz or #MarcoRubio. Conservatives legislate morality &amp; that's scary"
0,"Donald Trump. #DonaldTrump is like a blazing fire while #TedCruz is carbon monoxide. Both dangerous, but at least you can see one and fight it."
2,Bernie Sanders. Cut #BernieSanders off after mentioning political revolution then cut 2 bs softball youtube question 4 #hillary then went 2 break #DemDebate
1,"Donald Trump. If Obama weren't ""President"" of the United States, I'd think he were an enemy of ours. GO FIGURE! #Obama #HillaryClinton #trump2016"
2,"Bernie Sanders. : what seems to frustrate the #Hillary crowd is that #Bernie supporters don't care what others say, they think for themselves"
2,Donald Trump. #TedCruz is beholding to the billionaire class that is financing his campaign Isn't this the root problem with #Washington? #tcot #Trump2016
0,"Hilary Clinton. Y'all keep trying to make this about #Hillary when the enthusiastic support for #Bernie is about who he is, what he offers "
0,Donald Trump. #DonaldTrump going after Bill? She's already weathered that storm nice try unlike him she's tough #Hillary2016
2,"Donald Trump. IF HILLARY DOEN'T GET INDICTED, IT WILL DEFINITELY BE BIGGER AND MORE DAMAGING TO JUSTICE THEN THAT ""O.J."" MOMENT. #Hillary2016 #TRUMP2016"
0,Bernie Sanders. #Hillary would bring people to the table. Do you think #Bernie will get even the actuall Democrats to the table? Independents? #DemDebate
2,"Bernie Sanders. #BernieSanders &amp; #HillaryClinton have way more energy that #Trump who looks tired, puffy, &amp; bloated Politics is tougher than he thought"
1,Hilary Clinton. That's called good manners &amp; civility - #Hillary &amp; #Bernie -not something we're used to seeing from politicians 
1,"Bernie Sanders. Sanders is leading among white, young males. Is this FOR #Bernie or AGAINST #Hillary? I need Tesler and Sears asap! #obamasrace #polpsy"
2,Donald Trump. #HIllary will bring Sharia Law Abuse to American Women - How's /that/ #MicroAggression sit with you? #HillaryGotSchlonged #Trump2016
0,Hilary Clinton. I wish that when I vote for #BernieSanders over #Hillary it could somehow hurt her. Like a voodoo doll pin prick that gives her a migraine.
0,"Hilary Clinton. #GOPe knows #Trump is the only one who can beat #hillary, &amp; them trying to stop him PROVES they're in bed with Democrats. #Trump2016 #tcot"
2,Hilary Clinton. #Unions work toward increasing middle class wages w/ collective bargaining &amp; most have endorsed #HillaryClinton not #BernieSanders #lastword
0,Hilary Clinton. That debate was torture. It made ISIS look like a humanitarian mission. #GOPDebate #FeelTheBern #DonaldTrump #Hillary2016
2,"Donald Trump. Saw sneak preview of .Great depiction of the heroic americans who saved many lives, &amp; the inept . #Hillary2016 #Trump2016"
0,"Hilary Clinton. SO? WEthePeople! DoWE want JOBs,SECURITY &amp; A GREAT Future for OUR Family's! #TRUMP2016! or More #Democrat #Hillary2016 aka #Obama BULL SHIT"
0,Donald Trump. Is the fact that #DonaldTrump not leading in #Iowa more exciting than the fact that #TedCruz is leading completely devastating? #scared
2,"Bernie Sanders. It's incredible to think #Bernie's done this well w/out running any ads yet, esp since #Hillary's been running them for months."
1,"Ted Cruz. Right now #TedCruz is leading #DonaldTrump. If this continues, tmw Trump will declare that ""winning in IA"" means coming in 1st or 2nd."
0,"Bernie Sanders. Talk about computer problems - How much info did #Bernie get when his staff ""accidentally"" got into #Hillary campaign files? #justsayin"
1,Hilary Clinton. Less than twenty minutes till the third #DemDebate begins. Who will show the strongest tonight? #Hillary2016 #Bernie2016
1,"Bernie Sanders. Legal news: fmwilliams25-- Legal news: robgambelunghe-- To all #dem voters, be it #hillary or #bernie, think of one thing &amp; one thing only …"
0,"Hilary Clinton. If u say 'detailed plans' again, I'll scream! #Hillary says same! Wow, a political hack w/a plan! I get ill. #Trump2016"
2,"Hilary Clinton. #History has shown us that once #Hitler wanted to make #Germany great again, sounds familiar #NoTrump2016 #Trump2016 #Hillary2016"
0,Donald Trump. It's time to stop talking about what a terrible human #DonaldTrump is &amp; start talking about what a terrible human #TedCruz is. #Decision2016
1,Donald Trump. Legal news: fmwilliams25-- Legal news: ReleasetheGSEs-- #Donaldtrump WILL APPOINT #newyorkvalues justices 2 #SCOTUS #Cruz will appoint #con…
1,Hilary Clinton. #BernieSanders #HillaryClinton #MartinOMalley Stop worrying about who leads and join together in solidarity. Think what you could accomplish
2,"Ted Cruz. #Trump2016 #RealDonaldTrump is a liberal, running as a fake conservative &amp; now he's attacking #Cruz2016 like a true lying liberal #TeaParty"
0,Hilary Clinton. #DemDebate #Sanders &amp; #HillaryClinton more concerned about criminals than #police &amp; their safety/lives - should throw red flags!!
1,"Donald Trump. 1200 Americans surveyed; despite losing 14 &amp; 28 points, Hillary &amp; Trump still lead in Iowa #DonaldTrump #HillaryClinton"
2,"Ted Cruz. watch after the debate, #TedCruz will ABSOLUTELY derail #DonaldTrump and be the nominee. I've been saying this for 38294728 years 😂"
2,"Hilary Clinton. Somebody did their homework. Very smart response by #Hillary ponting out #OMalley seeking Wall Street $$, #Bernie financial vote. #DemDebate"
0,"Bernie Sanders. Exactly! #sanders and #Hillary want to tax capital gains at ""normal"" income rate which will certainly lower investment."
1,"Donald Trump. What we need is robot politicians. Like a robot #TedCruz saying Israel is awesome, or a robot #Trump2016 to tell us he'll close the border."
1,"Donald Trump. With bernie sanders logic ,global warming caused schools to close in NH #Trump2016 #Hillary2016 #TedCruz #BernieSanders"
2,"Bernie Sanders. ""I am very pleased."" #Hillary's response to her TANKING POLL NUMBERS #Bernie2016 talks about taxes non stop, you stupid LYING woman!"
2,Donald Trump. Trump just f***** up big time. #SarahPalin is a clown! This confirms my belief that #Trump2016 is working for #Hillary2016 
2,"Hilary Clinton. #BernieSanders #Hillary2016 You're both the president we need. Bernie has the domestic agenda, Hillary has the foreign policy experience"
2,Ted Cruz. I don't care about #TedCruz's temperament any more than #DonaldTrump's. The least of our concerns. Just beat Hillary.
0,"Hilary Clinton. Even #Bernie says that it isn't about #hillary or him, Alison. It's about taking our country back. Yes! Hillary is corrupt!"
2,Donald Trump. Looks like #Trump is going to have to hammer away at #TedCruz now that he's leading in #Iowa. Good man but not the right leader. #Trump2016
2,Bernie Sanders. There is SO MUCH SH*T to deal with in this country we have no time to waste on defending all #hillary lies. #BernieOrBust #HillNoWay
2,"Donald Trump. New Fox Poll:Trump 35, Cruz 20, Rubio 13 Who can BEST reverse Obama policies- Trump 48, Cruz 21 Head 2 Head-#Trump 47 #Hillary 44 #Trump2016"
0,"Donald Trump. Birds of a feather... #Cruz: McCain: a ""wacko bird"" Boehner: a ""jackass"" Senior GOP official: "" a joke"" #DONALDTRUMP: a ""maniac"" #GOPDebate"
2,Donald Trump. pretty sure the gop presidential nominee will be either #TedCruz or #DonaldTrump both of whom are batshit fucking crazy sociopaths. #help
0,"Ted Cruz. #TedCruz is an establishment liar. Backstabbing, tells the $ people one thing and the taxpayers another. ONLY #Trump2016 has been steadfast"
0,Donald Trump. #DonaldTrump appears in ISIS recruiting video proving #HillaryClinton is 2 steps ahead of everyone and he's a loser.
1,Ted Cruz. Lively exchanges #debate with #DonaldTrump &amp; #TedCruz trading barbs over the former's allegiance to #NewYork and the latter's birth status
0,Ted Cruz. #hannity #Cruz will not be president. THERE AREN'T ENOUGH OF SPECIFIC VOTERS TO WIN THE GENERAL. HRC will move middle #Trump2016 can too/WIN
1,"Donald Trump. #IowaCaucus #Trump2016 #HillaryClinton Historically, winning the Iowa Caucus is about as predictive as winning your 3rd grade spelling bee."
2,"Ted Cruz. Illogical that #trump2016 can call people stupid, dumb, ugly, fat but when someone asks him a tough question he runs &amp; hides. #Cruz2016"
1,Ted Cruz. Presidential Candidates: Why not give 1% of funds raised to Vets orgs? Show YOUR support for our Vets! #DonaldTrump #JebBush #TedCruz
2,"Hilary Clinton. If past is prolog, a #BernieSanders presidency will be him making great, moving speeches but won't change anything! #IACaucus #Hillary"
2,"Bernie Sanders. Best line was missed. #Hillary said ""the revolution never came"" - #Bernie should have said ""it is here now Mme. Secretary."""
0,"Hilary Clinton. #hillary supporters, please note her accomplishments in her 30 year career. Ready go???#Trump #TrumpTrain Yeah, thought so. #crickets"
1,Hilary Clinton. #demtownhall strange #omalley is the only candidate who seems to have aged JUST during the campaign where as #Hillary #bernie look younger
2,"Donald Trump. If u say 'detailed plans' again, I'll scream! #Hillary says same! Wow, a political hack w/a plan! I get ill. #Trump2016"
0,Hilary Clinton. #HillaryClinton #BernieSanders #Trump2016 says he has no campaign strategy except honesty (with American voters) trump that
0,Hilary Clinton. #HillaryClinton aides speaking fast n furious trying cover lie #DonaldTrump videos used ISIS recruiting. Just listen to them speed speaking.
1,"Donald Trump. finished watching both debates.in summery #HillaryClinton has good plans, #BernieSanders is funny, #DonaldTrump loves the Chinese.on to next"
0,"Ted Cruz. Hey #TedCruz ""pampered teens"" are entitled kids of wealthy white parents that attend conservative colleges &amp; dodge the draft. #DonaldTrump?"
2,Donald Trump. Has #Trump2016 filed a lawsuit on Canadian born #TedCruz yet? Americans want a natural born Potus for a change 
0,"Hilary Clinton. #Hillary2016 takes from charities. #Trump2016 HELPS FOLKS, #Bernie2016 peeps - SIX MILLION, (finances not your strength)"
0,"Hilary Clinton. #TRUMP2016,YES,#Hillary2016 is Turning Loose Her Fornicating, JagOFF on ANY Dress Womanizing PERVE Husband #BillClinton! IN CUMing! SPLAT!"
1,"Ted Cruz. When a whackjob like #TedCruz starts to look good compared to #DonaldTrump, you know the #GOP is in deep shit. #GOPDebate"
2,"Donald Trump. dumb cabbage brain and dumpling mouth #hillaryclinton say only dumb words, no have smart words. #trump2016"
0,Hilary Clinton. #Hillary gets to say anything she wants and she talks about water contamination and #Bernie hops on board then adds #superpacs. #DemsDebate
0,Donald Trump. .#Hillary gave a complex strategy speech on victory against ISIS. #DonaldTrump responded in a Tweet.
2,"Bernie Sanders. Rumors are out that #Hillary's ""battle"" scars are bite marks on her butt from the lies that caught up with her. #BernieOrBust"
2,Ted Cruz. What does the democrats and trump have in common? Their both afraid of fox news. #DonaldTrump #KellyFile #IowaCaucus #Cruz2016 #TedCruz
2,Hilary Clinton. #HillaryClinton shouldn't respond to any personal attacks waged by #DonaldTrump or other candidates. It would just legitimize their lies!!
1,Donald Trump. So what your telling me no one in Washington will work with #TedCruz U Walked right into that one #TrumpTrain rolling
0,"Hilary Clinton. But again #hillary misleading people on what #bernie is saying, not Urban = black people. It is a dumb euphemism anyways."
1,"Donald Trump. #DonaldTrump implores voters not to vote for #Rubio or #Cruz: ""Do you really want to elect a nominee we're going to have to deport?"" #Iowa"
0,"Hilary Clinton. #HillaryClinton turns 68 today, which begs the question; what do you get for the woman who already deletes everything? #TrumpTODAY"
0,Ted Cruz. #DonaldTrump said eff it...damn liberal hippie's won't take my #TedCruz #birther bait. just gonna have 2 drag his ass myself. #MSNBCNews
0,Hilary Clinton. #Hillary sez #Sanders also criticized Obama for taking money from #WallStreet. THAT'S RIGHT. And #WealthGap has steadily INCREASED under O.
1,Donald Trump. Rocker #MorningJoe Scarborough &amp; his groupee/gf NicoleWallace seem confused by Canadian #TedCruz win &amp; #DonaldTrump loss.They hate #Hillary
1,Bernie Sanders. #demtownhall strange #omalley is the only candidate who seems to have aged JUST during the campaign where as #Hillary #bernie look younger
2,Bernie Sanders. When does #OMalley bow out of the race? He's taking up airtime better spent hearing more from #BernieSanders &amp; #HillaryClinton #DemTownHall
2,Hilary Clinton. #donaldtrump isn't going to b at the last debate can u spell coward #Donaldchump #Hillaryclinton the only choice like duh lol
2,Bernie Sanders. ALL I WANT is for media to give coveragebased on their percentage of support. #Hillary2016 and #Bernie2016 have more than Trump #UniteBlue
2,Donald Trump. FRAUDULENT MAILER. Didn't know his citizenship❓Forgot to disclose loans❓Always read the fine print with #TedCruz. #Trump2016 for truth.
2,"Hilary Clinton. If Dems nominate #Bernie in primary, we will lose the POTUS election. #Hillary is the only qualified candidate who can beat GOP to win WH"
0,Bernie Sanders. New NBC/WSJ poll: #Hillary heads into the next #DemDebate with a 25-point lead over #Bernie and a 10-point lead over #Trump! #ImWithHer
0,"Hilary Clinton. #Bernie wants MORE people involved, #hillary wants less. Look how she answered the Q about youth vote"
2,"Ted Cruz. Good luck with Putin, #MarcoRubio, #DonaldTrump, #BenCarson, #TedCruz, #ChrisChristie, &amp; #JebBush when your wimpy asses are afraid of CNBC!"
0,Donald Trump. Albright - place in hell for women who don't vote #HillaryClinton. #DonaldTrump - #TedCruz is a p____. Trump decimated and Albright praised.
2,Bernie Sanders. #DNC fears Washington will be accountable 2 American people if #BernieSanders gets the nod Thats why scumbag #Hillaryclinton is their choice
0,Hilary Clinton. Nope. #Hillary doesn't have marches like #BernieSanders because Wall Street stpes &amp; big bank CEO's don't really march.
2,Hilary Clinton. #DowntonAbbey creator Fellowes couldn't make case 4 #DonaldTrump presidency. Says #HillaryClinton more convincing as POTUS. . 
1,"Ted Cruz. i'll be honest, aside from #DonaldTrump's back &amp; forth with attorney #TedCruz, he's had some fine answers today. #GOPDebate #LeadRight2016"
2,Donald Trump. Which came first #Hillary2016 accusing #DonaldTrump of being used in videos or the videos because she said it! Proves bad guys are listening
2,Donald Trump. Typical #dumos technique - take a tragic issue and blame #repos. #TedCruz n #DonaldTrump had nothing do with CO shooting. Harvesting issue.
0,"Donald Trump. On #MLKDay, #POTUS, #FLOTUS will take part in community service project Imagine #DonaldTrump #TedCruz #ChrisChristie or GOP2016 doing that?"
0,"Donald Trump. #DonaldTrump accused #HillaryClinton of playing the woman's card. Everybody knows the ""privileged white male's card"" trumps the woman's card"
1,Ted Cruz. #Cruz supporters at rally tonight?! I thought those guys should've left with those whistles up their asses! #Trump2016
2,Ted Cruz. Remember when #SarahPalin was saying similar things about good ole #JohnMcCain? No surprise she would support #DonaldTrump. #DumpTrump #Cruz
2,"Bernie Sanders. If u vote 2 invade Iraq but later say u r sorry, after thousands have died &amp; trillions spent, you just might be #HillaryClinton #Bernie2016"
2,"Hilary Clinton. #BernieGate #DemDebate #Hillary2016 Bernie sick of ""Damn Emails"" Loves stealing ""DAMN DATA"" Thief blames DNC for his camp."
2,Bernie Sanders. All off it just further proves #Sanders points on dirty politics and rigged elections. #Hillary is hurting nobody but herself
0,Hilary Clinton. This Bernie Sanders dude really makes an impression.. So far he's got my vote.. BY FAR! Fuck #HillaryClinton &amp; #DonaldTrump ....#FeelTheBern
0,"Hilary Clinton. Love your moxie, but it's time you back ! We must beat #HillaryClinton &amp; he can do it. JOIN US! #Trump2016"
0,Hilary Clinton. Why is it so many #Bernie fans seem ready to vote GOP or not at all if #Hillary gets nominated? Way to turn our country over to bigots!
0,"Bernie Sanders. Please stop gesturing to #HillaryClinton every time you mention women, #Bernie. We're all aware of what one looks like. #DemsDebate"
0,Donald Trump. What will all you #Trump2016 supporters do if this Tariff-Loving Ethanol-Supporting Trumptard gets #HillaryClinton elected? Hmm?
0,Hilary Clinton. ON HANNITY MARK STEYN FILLS IN+SHOWS CLIP OF #HillaryForPrison2016 A LYING SOB SHE IS-VOTE FOR HER+WELCOME ISIS 2ur TABLE-VOTE #TRUMP2016
1,"Hilary Clinton. President #Trump should meet each other candidate periodically at the White House 1-on-1 including #Hillary and the #Bernie guy, I think."
0,Hilary Clinton. Even the republics dont mention cuz they know #Hillary &amp; DNC have sabotaged #Bernie by scheduling less debates &amp; on awful days
1,Ted Cruz. So...after #DonaldTrump promised he wouldnt fire the first sleaze shot against #TedCruz...he is now basically calling him a kiss ass to him!
0,"Donald Trump. It looks like #IowaCaucus is predicting that #TedCruz will be on top over #DonaldTrump.I may be an Independant,but Im so glad he beat Trump!"
0,"Hilary Clinton. Dnc and the media been greasing the polls for Hillary Clinton for a long time ,this old scallywag has no supporters #Bernie2016 #Hillary2016"
2,Donald Trump. Is it just me or would Trump and Cruz make the best president and Vice President group? #TedCruz #DonaldTrump #DynamicDuo
2,"Bernie Sanders. I said #Bernie allowed protesters to speak, a fact. #Hillary could have done same. Hightling difference is all."
0,Bernie Sanders. #BernieSanders would disagree with #Hillary on everything. He's NOT A DEMOCRAT! He's an independent perpetrating as a democratic socialist
1,Donald Trump. If Donald Trump wins the GOP nomination keep your eyes on Ted Cruz for his possible VP running mate. #DonaldTrump #TedCruz
1,"Hilary Clinton. What the fuck goes through the sick mind of #GOP front-runner #DonaldTrump, when he ponders aloud as to what #Hillary does on the toilet?!"
2,"Hilary Clinton. Watched the #DemDebate last night. I think #BernieSanders can make a great vice president, #HillaryClinton should consider cutting a deal"
2,"Donald Trump. Women attacks verbally Woman gets attacked verbally Cries ""Misogyny!"" SJWs, Rosie, Megyn #Hillary, Pls don't kill #FemaleEquality #Trump2016"
1,Donald Trump. FYI - the #kasich 2016 campaign has been powered by unicorn farts. How else do they get some of those thoughts?? #Trump2016 #HillaryEmail
0,Ted Cruz. has the endorsement of 12 current Governors and 38 current Senators. #TedCruz &amp; #DonaldTrump have ZERO. Whats that tell you?
2,"Ted Cruz. Perhaps the media driven ,mud slinging , name calling , narcissistic campaign of #Trump2016 has timed out ......lets hope so #Cruz #Rubio"
2,Hilary Clinton. #Hillary wants min raise to $12 but thats not enuf. #Bernie wants min raise to $15 &amp; THATS enuf to help folks liv w dignity. #voteforBernie
2,Bernie Sanders. Why doese #cnbc &amp; #CNN keep saying how much more #HillaryClinton. Is electable compared to #BernieSanders when polls don't show that!
0,"Bernie Sanders. Chris Matthews defends #Hillary's ""Progressive""/""Moderate"" flip flopping by saying #Sanders is both a ""socialist"" &amp; a ""democrat""...nice try"
2,Hilary Clinton. Legal news: fmwilliams25-- Legal news: fmwilliams25-- Legal news: skimike67-- We must elect #Bernie2016 or #Hillary just on the basis of pi…
0,"Donald Trump. While the American public continues to bash #DonaldTrump for his stupid remarks, #BarackObama &amp; #HillaryClinton is getting away with murder."
0,"Ted Cruz. If HolyRoller #TedCruz engages #DonaldTrump in MUTUALLY ASSURED DESTRUCTION, it paves way for Establishment pick &amp; cements Cruz as Player."
1,"Ted Cruz. Take a drink every time #cruz says ""constitution"" and ""leave it to the states"" or just rambles incoherently. #Trump2016"
0,Hilary Clinton. I have not seen a single #Bernie2016 supporter criticize the actual Data thief. like burglar blaming alarm co and home owner #Hillary2016
2,"Ted Cruz. Just a thought. If #TedCruz was born in Canada and #DonaldTrump was born in NY, aren't they both considered foreigners? #Canada/NYValues"
1,"Ted Cruz. Trump may have a point: That new ""Muslim Mary"" radio show is already converting Americans to their cause. #Trump2016 #Cruz #Carson #CNN #NBC"
0,"Hilary Clinton. #Hillary left audience cold in Iowa City on Thurs, spoke for less than 5 mins to the crowd. Cheques must've lacked a few zeros #Bernie2016"
0,Hilary Clinton. They either threw the soft punches at #HillaryClinton because she's a woman or because it's rigged. #DemTownHall #BernieOrBust
2,Hilary Clinton. #DonaldTrump looked terrible and tired last night and had the nerve to say #HillaryClinton didn't have energy to be president
2,Donald Trump. we need leaders like #trump and real men who aren't in big govt pockets like Hillary #HillaryForPrison #trump2016
2,Ted Cruz. Lot of folks starting to hint that #TedCruz will prevail and that #MarcoRubio did better than expected. That leaves #DonaldTrump as a loser.
1,"Hilary Clinton. When you can't stop thinkin about your EX, you know you're an EXaholic. #feelthebern #donaldtrump #HillaryClinton #BernieSanders #TedCruz"
2,"Donald Trump. How can you vote for someone just because they are woman, despite #HillaryClinton being a liar? #Trump2016 #trumpforpresident"
1,Bernie Sanders. MSM doesn't think they have to take #BernieSanders seriously &amp; have orders from WallSt to muddy/bruise #HillaryClinton as much as possible
0,Ted Cruz. What gets me most is these #Evangelicals who vote for the man that sounds most like a preacher. #CruzWillStillLose #Trump2016
2,"Bernie Sanders. Looks like a set-up from DNC. Sanders is gaining popularity, and DNC ( Clinton's friends ) doesn't like that #Bernie2016 #Hillary2016"
0,Bernie Sanders. Having made the choice 2 access#Hillary's files &amp; getting caught- #Bernie lied by saying it was ONLY 1 staffer when in fact it was @ least 4
2,Donald Trump. These comments coming from the #DemDebate are great!! We can clearly see who is the party of morons #TedCruz #DonaldTrump are our only hope!
0,Donald Trump. As #POTUS #DonaldTrump is Like a Madman~While #Hillary Folds Like a Cheap PantsSuit on Anything For Money #msnbc #foxnews #nyt #cnn #wapo
2,Hilary Clinton. CORRECTION #HillaryClinton beats #DonaldTrump more often than #Sanders. You're repeating his campaign claim not fact
0,Hilary Clinton. Only fools &amp; liberal Democrats deny that America is in full decline. #TrumpTODAY #Hillary #HillaryLiesMatter
1,Hilary Clinton. I'm actually surprised the House under Paul Ryan was able to pass a budget that would not shutdown the government. #DonaldTrump #Hillary2016
0,Hilary Clinton. #HillaryClinton lies so bad now #BernieSanders caught lying disease from her! He's a major Pinocchio. #Trump2016 keeping it real.
0,Bernie Sanders. #HillaryClinton #BernieSanders dem debate CRIMINAL love fest...#ABC Debate team...Anti Catholic discrimination continues with OMalley.
2,Ted Cruz. I'll sacrifice some conservatism in order to have a leader who loves America and will act. #Trump2016 #TedCruz2024 VP
1,Donald Trump. #TedCruz class act says he still supports Palin after her switcheroo to #Trump2016 Most pols wouldn't do that #WakeUpAmerica
1,Ted Cruz. Apparently only a natural born citizen can become President. That disqualifies anyone born by Cesarean section. #Trump2016 #TedCruz
1,Bernie Sanders. Results of #IowaCaucus this morning. #HillaryClinton 49.9% #BernieSanders 49.6%. Delegate Count Hillary 22 - Bernie 21 excl superdelegates
2,Bernie Sanders. I'm just gonna keep hope alive and hope that #HillaryClinton and #BernieSanders will choose the other as VP when one wins the primary.
0,"Hilary Clinton. To people saying that #HillaryClinton made history tonight: a corp. puppet winning a caucus isn't history, What #Bernie has managed to do IS"
0,"Bernie Sanders. In #Iowa #Bernie &amp; #Hillary are neck in neck. Sounds like a bad porn flick! ""Son we'd rather you masturbate than watch this sickness!"" #sad"
2,Donald Trump. I have been treating the #IowaCaucus like a sporting event;that's how I roll.I predict #Trump2016 &amp; #HillaryClinton winners!Polls are shaky.
2,Hilary Clinton. #GOPe said they would rather see #HillaryClinton become President than #DonaldTrump. Talk about biting the hand that feeds you. #GOP #RNC
0,"Donald Trump. #GOP #DonaldTrump #TedCruz #JebBush #MarcoRubio #MikeHuckabee dumber than babies, racist as Lester Maddox, murderous as John Wayne Gacy."
2,Donald Trump. Yes. We're tired NObama and his admin. We need a strong leader who will bring our country back. #Trump2016 #HillaryIsALiar
0,"Hilary Clinton. #HillaryClinton has a ton of dough, why doesn't she fund her own campaign like #Trump? Not smart enough? No moral compass? Both? #Trump2016"
0,Donald Trump. #Racism exist past #DonaldTrump the problem is that it's taught. Stop teaching it and the problem is solved. #DemTownHall #HillaryClinton
0,Hilary Clinton. #DonaldTrump uses his millions to enter politics while #Hillary2016 uses politics to make millions
2,Hilary Clinton. #DonaldTrump definitely has this nasty habit of mocking n bullying ppl bcz hes incapable of debating anything. #Hillary2016
2,"Bernie Sanders. #Bernie trying to help voters spot the differences between he and #Hillary is an attack on her because in her mind, she is actually Bernie."
2,Hilary Clinton. #CNN Serial adulterer #GOP #DonaldTrump with multiple child mama's is threatening #Hillary2016? Repugnant &amp; NOT #POTUS worthy.
0,Hilary Clinton. #HillaryinNV not wanting to talk abt #Trump2016 she knows she will get DOMINATED tomorrow when he would respond! #billclintontheabuser
0,Hilary Clinton. It sucks when people can't handle the truth. Those people are called Clinton supporters. #HillaryClinton #HillaryForPrison2016 #Trump2016
0,"Donald Trump. Illogical that #trump2016 can call people stupid, dumb, ugly, fat but when someone asks him a tough question he runs &amp; hides. #Cruz2016"
2,Ted Cruz. no my conservative ass won't because I'm not out to ruin this country! Liberals and there handouts haha #Trump2016 #TedCruz2016
0,"Donald Trump. In the horrific (unlikely) event that #Trump2016 was elected president, I hope #AnnCoulter is the first to be deported. #Hillary2016 #Paris"
2,Ted Cruz. #TedCruz has argued cases in front of the US Supreme Court. I wonder how well #DonaldTrump would be able to protect our rights in THAT room.
1,"Donald Trump. The fact that #DonaldTrump think his best attack against #HillaryClinton is to go after #BillClinton is a good sign, don't you think!"
1,"Donald Trump. How about classy #TedCruz-- even if endorsed #donaldtrump, Cruz still respects Palin's prior help"
0,Bernie Sanders. We need a pres. that isnt gonna be always battlin it out n the hospital instead of running this country #BernieSanders #Hillary2016
1,Donald Trump. these news agencies talk about these polls like they're actual votes! #cnn #msnbc #nbc #abc #foxnews #Trump2016 #Hillary2016 #TedCruz2016
0,"Donald Trump. #Hillary was absolutely spot on abt #DonaldTrump,an obnoxious #Liar&amp;t/Nadir of Humanity yet,U misanthropes callit,Turning t/Tables?"
0,Hilary Clinton. #HillaryClinton camp saying impossible to get #BernieSanders ideas through the House so it's a waist of time. Wow must think America sucks!
0,"Ted Cruz. Today we find out if the good people of the #GOP #IowaCaucus grow a conscience, or stick us with the twin demons #DonaldTrump &amp; #TedCruz."
1,Hilary Clinton. Who woulda thunk it? At 8 this morning who would have guessed that #Cruz would have won and #BernieSanders and #HillaryClinton would be tied
0,"Bernie Sanders. Now #BernieSanders people are putting down women along with #HillaryClinton Yeah, just keep on with that plan... LOL #Bernie2016"
1,Donald Trump. They still have not come back to Kasich like they said they would #GOPDebate #trump2016 #hillary2016 #Kasich2016
1,"Bernie Sanders. #Bernie twice declined to attack #Hillary on corrupt #Emails, declined to attack on #ArabSpring butchery, now won't attack her dirty tactics"
